,char,tone,rime,ipa,tone_class,pinyin,jyutping,hangul,rime_index,meter_class
3676,燁,入,葉,hjep,E,yè,jip6,엽,16,0
3677,燂,平,覃,dom,L,qián,taam4,첨,16,1
3678,燃,平,仙,nyen,L,rán,jin4,연,7,1
3679,燄,上,琰,yem,X,yàn,jim6,염,16,0
3680,燈,平,登,tong,L,dēng,dang1,등,13,1
3681,燉,平,魂,thwon,L,dùn,dan6,돈,6,1
3682,燋,平,宵,tsjew,L,jiāo,ziu1,초,8,1
3683,燎,平,宵,ljew,L,liǎo,liu4,요,8,1
3684,燐,平,眞,lin,L,lín,leon4,인,6,1
3685,燒,平,蕭,sew,L,shāo,siu1,소,8,1
3686,燔,平,元,bjon,L,fán,faan4,번,6,1
3687,燕,平,先,'en,L,yàn,jin3,연,7,1
3688,燖,平,鹽,zjem,L,xún,cam4,심,16,1
3689,營,平,清,yweng,L,yíng,jing4,영,12,1
3690,燠,上,晧,'aw,X,yù,juk1,욱,8,0
3691,燥,上,晧,saw,X,zào,cou3,조,8,0
3692,燦,去,翰,tshan,H,càn,caan3,찬,7,0
3693,燧,去,至,zwij,H,sùi,seoi6,수,3,0
3694,燬,上,紙,xjwe,X,hǔi,wai2,훼,3,0
3695,燭,入,燭,tsyowk,E,zhú,zuk1,촉,1,0
3696,燮,入,怗,sep,E,xiè,sit3,섭,16,0
3697,燻,平,文,xjun,L,xūn,fan1,훈,6,1
3698,燼,去,震,zin,H,jìn,zeon6,신,6,0
3699,燿,去,笑,yew,H,yào,soek3,요,8,0
3700,爀,入,陌,xaek,E,hè,haak1,혁,12,0
3701,爆,去,效,paew,H,bào,baau3,폭,8,0
3702,爇,入,薛,nywet,E,ruò,jyut3,설,7,0
3703,爍,入,藥,syak,E,shuò,soek3,삭,11,0
3704,爐,平,模,lu,L,lú,lou4,노,4,1
3705,爚,入,藥,yak,E,yuè,joek6,약,11,0
3706,爛,去,翰,lan,H,làn,laan6,난,7,0
3707,爝,去,笑,tsjew,H,jué,zoek3,작,8,0
3708,爞,平,東,drjuwng,L,tóng,tung4,충,1,1
3709,爟,去,換,kwan,H,guàn,gun3,관,7,0
3710,爨,去,換,tshwan,H,cuàn,cyun3,찬,7,0
3711,爪,上,巧,tsraew,X,zhuǎ,zaau2,조,8,0
3712,爬,平,麻,bae,L,pá,paa4,파,10,1
3713,爭,平,耕,tsreang,L,zhēng,zang1,쟁,12,1
3714,爰,平,元,hjwon,L,yuán,wun4,원,6,1
3715,爱,去,代,'oj,H,ài,oi3,애,5,0
3716,爲,平,支,hjwe,L,wèi,wai4,위,3,1
3717,爵,入,藥,tsjak,E,jué,zoek3,작,11,0
3718,父,上,麌,pju,X,fù,fu6,부,4,0
3719,爹,平,麻,trjae,L,diē,de1,다,10,1
3720,爻,平,肴,haew,L,yáo,ngaau4,효,8,1
3721,爼,上,語,tsrjo,X,zǔ,zo2,조,4,0
3722,爽,上,養,srjang,X,shuǎng,song2,상,11,0
3723,爾,上,紙,nye,X,ěr,ji5,이,3,0
3724,牀,平,陽,dzrjang,L,chuáng,cong4,상,11,1
3725,牁,平,歌,ka,L,gē,o1,가,9,1
3726,牆,平,陽,dzjang,L,qiáng,coeng4,장,11,1
3727,片,去,霰,phen,H,piàn,pin3,편,7,0
3728,版,上,潸,paen,X,bǎn,baan2,판,7,0
3729,牋,平,先,tsen,L,jiān,zin1,전,7,1
3730,牌,平,佳,bea,L,pái,paai4,패,5,1
3731,牎,平,江,tsrhaewng,L,chuāng,coeng1,창,2,1
3732,牒,入,怗,dep,E,dié,dip6,첩,16,0
3733,牓,上,蕩,pang,X,bǎng,bong2,방,11,0
3734,牕,平,江,tsrhaewng,L,chuāng,coeng1,창,2,1
3735,牖,上,有,yuw,X,yǒu,jau5,유,14,0
3736,牘,入,屋,duwk,E,dú,duk6,독,1,0
3737,牙,平,麻,ngae,L,yá,ngaa4,아,10,1
3738,牛,平,尤,ngjuw,L,níu,ngau4,우,14,1
3739,牝,上,旨,bjij,X,pìn,pan5,빈,3,0
3740,牟,平,尤,mjuw,L,móu,mau4,모,14,1
3741,牡,上,厚,muw,X,mǔ,maau5,모,14,0
3742,牢,平,豪,law,L,láo,lou4,뇌,8,1
3743,牣,去,震,nyin,H,rèn,jan6,인,6,0
3744,牧,入,屋,mjuwk,E,mù,muk6,목,1,0
3745,物,入,物,mjut,E,wù,mat6,물,6,0
3746,牯,上,姥,ku,X,gǔ,gu2,고,4,0
3747,牲,平,庚,sraeng,L,shēng,sang1,생,12,1
3748,牴,平,齊,tej,L,dǐ,dai2,저,5,1
3749,牷,平,仙,dzjwen,L,quán,cyun4,전,7,1
3750,牸,去,志,dzi,H,zì,zi6,자,3,0
3751,特,入,德,dok,E,tè,dak6,특,13,0
3752,牽,平,先,khen,L,qiān,hin1,견,7,1
3753,犀,平,齊,sej,L,xī,sai1,서,5,1
3754,犁,平,脂,lij,L,lí,lai4,이,3,1
3755,犂,平,脂,lij,L,lí,lai4,이,3,1
3756,犇,平,魂,pwon,L,bēn,ban1,분,6,1
3757,犍,平,元,kjon,L,jiān,gin1,건,6,1
3758,犒,去,号,khaw,H,kào,hou3,호,8,0
3759,犖,入,覺,laewk,E,luò,lok3,낙,2,0
3760,犗,去,夬,kaej,H,jiè,gaai3,개,5,0
3761,犘,平,麻,mae,L,má,maa4,마,10,1
3762,犢,入,屋,duwk,E,dú,duk6,독,1,0
3763,犧,平,支,xje,L,xī,hei1,희,3,1
3764,犬,上,銑,khwen,X,quǎn,hyun2,견,7,0
3765,犯,上,梵,bjom,X,fàn,faan6,범,16,0
3766,犴,平,寒,ngan,L,àn,ngon6,안,7,1
3767,状,去,漾,dzrjang,H,zhuàng,zong6,상,11,0
3768,狀,去,漾,dzrjang,H,zhuàng,zong6,상,11,0
3769,狂,平,陽,gjwang,L,kuáng,kong4,광,11,1
3770,狃,上,有,nrjuw,X,nǐu,nau2,유,14,0
3771,狄,入,錫,dek,E,dí,dik6,적,12,0
3772,狌,平,庚,sraeng,L,shēng,sing1,성,12,1
3773,狎,入,狎,haep,E,xiá,haap6,압,16,0
3774,狐,平,模,hu,L,hú,wu4,호,4,1
3775,狖,去,宥,yuw,H,yòu,jau6,유,14,0
3776,狗,上,厚,kuw,X,gǒu,gau2,구,14,0
3777,狘,入,月,xjwot,E,yuè,hyut3,월,6,0
3778,狙,平,魚,tshjo,L,jū,zeoi1,저,4,1
3779,狡,上,巧,kaew,X,jiǎo,gaau2,교,8,0
3780,狥,去,稕,zwin,H,xùn,seon1,순,6,0
3781,狨,平,東,nyuwng,L,róng,jung4,융,1,1
3782,狩,去,宥,syuw,H,shòu,sau3,수,14,0
3783,狭,入,洽,heap,E,xiá,haap6,협,16,0
3784,狴,平,齊,pej,L,bì,bai6,폐,5,1
3785,狷,去,霰,kwen,H,juàn,gyun3,견,7,0
3786,狸,平,之,li,L,lí,lei4,이,3,1
3787,狹,入,洽,heap,E,xiá,haap6,협,16,0
3788,狺,平,眞,ngin,L,yín,ngan4,은,6,1
3789,狻,平,桓,swan,L,suān,syun1,산,7,1
3790,狼,平,唐,lang,L,láng,long4,낭,11,1
3791,狽,去,泰,paj,H,bèi,bui3,패,5,0
3792,猇,平,肴,haew,L,yáo,haau1,효,8,1
3793,猊,平,齊,ngej,L,ní,ngai4,예,5,1
3794,猒,平,鹽,'jiem,L,yān,jim3,염,16,1
3795,猖,平,陽,tsyhang,L,chāng,coeng1,창,11,1
3796,猗,平,支,'je,L,yī,ji1,의,3,1
3797,猘,去,祭,kjej,H,zhì,zai3,제,5,0
3798,猙,平,耕,tsreang,L,zhēng,zang1,쟁,12,1
3799,猛,上,梗,maeng,X,měng,maang5,맹,12,0
3800,猜,平,咍,tshoj,L,cāi,caai1,시,5,1
3801,猝,入,沒,tshwot,E,cù,cyut3,졸,6,0
3802,猢,平,模,hu,L,hú,wu4,호,4,1
3803,猥,上,賄,'woj,X,wěi,wai2,외,5,0
3804,猨,平,元,hjwon,L,yuán,jyun4,원,6,1
3805,猩,平,庚,sraeng,L,xīng,sing1,성,12,1
3806,猪,平,魚,trjo,L,zhū,zyu1,저,4,1
3807,猫,平,宵,mjew,L,māo,maau1,묘,8,1
3808,献,平,歌,sa,L,xiàn,hin3,헌,9,1
3809,猱,平,豪,naw,L,náo,naau4,노,8,1
3810,猴,平,侯,huw,L,hóu,hau4,후,14,1
3811,猶,平,尤,yuw,L,yóu,jau4,유,14,1
3812,猷,平,尤,yuw,L,yóu,jau4,유,14,1
3813,猻,平,魂,swon,L,sūn,syun1,손,6,1
3814,猾,去,泰,kwaj,H,huá,waat6,활,5,0
3815,猿,平,元,hjwon,L,yuán,jyun4,원,6,1
3816,獃,平,咍,ngoj,L,dāi,ngoi4,애,5,1
3817,獄,入,燭,ngjowk,E,yù,juk6,옥,1,0
3818,獅,平,脂,srij,L,shī,si1,사,3,1
3819,獍,去,映,kjaeng,H,jìng,ging3,경,12,0
3820,獎,上,養,tsjang,X,jiǎng,zoeng2,장,11,0
3821,獐,平,陽,tsyang,L,zhāng,zoeng1,장,11,1
3822,獒,平,豪,ngaw,L,áo,ngou4,오,8,1
3823,獝,入,術,xjwit,E,yù,wat6,휼,6,0
3824,獠,平,蕭,lew,L,liáo,liu4,요,8,1
3825,獦,入,曷,kat,E,gé,got3,갈,7,0
3826,獨,入,屋,duwk,E,dú,duk6,독,1,0
3827,獪,去,泰,kwaj,H,kuài,kui2,회,5,0
3828,獬,上,蟹,hea,X,xiè,haai5,해,5,0
3829,獮,上,獮,sjen,X,xiǎn,sin2,선,7,0
3830,獰,平,庚,nraeng,L,níng,ning4,영,12,1
3831,獲,入,麥,hweak,E,huò,wok6,획,12,0
3832,獵,入,昔,dzjek,E,liè,lip6,엽,12,0
3833,獷,上,養,kjwang,X,guǎng,gwong2,광,11,0
3834,獸,去,宥,syuw,H,shòu,sau3,수,14,0
3835,獹,平,模,lu,L,lú,lou4,노,4,1
3836,獺,入,曷,that,E,tǎ,caat3,달,7,0
3837,獻,平,歌,sa,L,xiàn,hin3,헌,9,1
3838,獼,平,支,mjie,L,mí,mei4,미,3,1
3839,獾,平,桓,xwan,L,huān,fun1,환,7,1
3840,玃,入,藥,kjwak,E,jué,fok3,확,11,0
3841,玄,平,先,hen,L,xuán,jyun4,현,7,1
3842,玅,去,笑,mjiew,H,miào,miu6,묘,8,0
3843,率,去,至,srwij,H,lv̀,seot1,솔,3,0
3844,玉,入,燭,ngjowk,E,yù,juk6,옥,1,0
3845,玊,入,屋,sjuwk,E,sù,suk1,숙,1,0
3846,王,平,陽,hjwang,L,wáng,wong4,왕,11,1
3847,玎,平,耕,treang,L,dīng,ding1,정,12,1
3848,玓,入,錫,tek,E,dì,dik1,적,12,0
3849,玕,平,寒,kan,L,gān,gon1,간,7,1
3850,玖,上,有,kjuw,X,jǐu,gau2,구,14,0
3851,玞,平,虞,pju,L,fū,fu1,부,4,1
3852,玠,去,怪,keaj,H,jiè,gaai3,개,5,0
3853,玢,平,眞,pin,L,bīn,ban1,분,6,1
3854,玦,入,屑,kwet,E,jué,kyut3,결,7,0
3855,玩,去,換,ngwan,H,wán,wun6,완,7,0
3856,玫,平,灰,mwoj,L,méi,mui4,매,5,1
3857,玭,平,眞,bjin,L,pí,pan4,빈,6,1
3858,玲,平,青,leng,L,líng,ling4,영,12,1
3859,玳,去,代,doj,H,dài,doi6,대,5,0
3860,玷,上,忝,tem,X,diàn,dim3,점,16,0
3861,玻,平,戈,pha,L,bō,bo1,파,9,1
3862,玼,平,支,dzje,L,cǐ,ci1,자,3,1
3863,玿,平,宵,dzyew,L,sháo,siu4,소,8,1
3864,珀,入,陌,phaek,E,pò,paak3,박,12,0
3865,珂,平,歌,kha,L,kē,o1,가,9,1
3866,珈,平,麻,kae,L,jiā,gaa1,가,10,1
3867,珉,平,眞,min,L,mín,man4,민,6,1
3868,珊,平,寒,san,L,shān,saan1,산,7,1
3869,珍,平,眞,trin,L,zhēn,zan1,진,6,1
3870,珓,去,效,kaew,H,jiào,gaau3,교,8,0
3871,珙,平,鍾,kjowng,L,gǒng,gung2,공,1,1
3872,珞,入,鐸,lak,E,luò,lok3,낙,11,0
3873,珠,平,虞,tsyu,L,zhū,zyu1,주,4,1
3874,珣,平,諄,swin,L,xún,seon1,순,6,1
3875,珥,去,志,nyi,H,ěr,nei6,이,3,0
3876,珧,平,宵,yew,L,yáo,jiu4,요,8,1
3877,珩,平,庚,haeng,L,héng,hang4,형,12,1
3878,珪,平,齊,kwej,L,gūi,gwai1,규,5,1
3879,班,平,刪,paen,L,bān,baan1,반,7,1
3880,珮,去,隊,bwoj,H,pèi,pui3,패,5,0
3881,珷,上,麌,mju,X,wǔ,mou5,무,4,0
3882,現,去,霰,hen,H,xiàn,jin6,현,7,0
3883,琁,平,仙,zjwen,L,xuán,syun4,선,7,1
3884,球,平,尤,gjuw,L,qíu,kau4,구,14,1
3885,琅,平,唐,lang,L,láng,long4,낭,11,1
3886,理,上,止,li,X,lǐ,lei5,이,3,0
3887,琉,平,尤,ljuw,L,líu,lau4,유,14,1
3888,琕,平,先,ben,L,pín,pan4,병,7,1
3889,琖,上,產,tsrean,X,zhǎn,zaan2,잔,7,0
3890,琚,平,魚,kjo,L,jū,geoi1,거,4,1
3891,琛,平,侵,trhim,L,chēn,sam1,침,15,1
3892,琢,入,覺,traewk,E,zhuó,doek3,탁,2,0
3893,琤,平,庚,tsrhaeng,L,chēng,zang1,쟁,12,1
3894,琥,上,姥,xu,X,hǔ,fu2,호,4,0
3895,琦,平,支,gje,L,qí,kei4,기,3,1
3896,琨,平,魂,kwon,L,kūn,kwan1,곤,6,1
3897,琪,平,之,gi,L,qí,kei4,기,3,1
3898,琬,上,阮,'jwon,X,wǎn,jyun2,완,6,0
3899,琮,平,冬,dzowng,L,cóng,cung4,종,1,1
3900,琯,上,緩,kwan,X,guǎn,gun2,관,7,0
3901,琰,上,琰,yem,X,yǎn,jim5,염,16,0
3902,琱,平,蕭,tew,L,diāo,diu1,조,8,1
3903,琲,上,賄,bwoj,X,bèi,pui3,배,5,0
3904,琳,平,侵,lim,L,lín,lam4,임,15,1
3905,琴,平,侵,gim,L,qín,kam4,금,15,1
3906,琵,平,脂,bjij,L,pí,pei4,비,3,1
3907,琶,平,麻,bae,L,pá,paa4,파,10,1
3908,瑀,上,麌,hju,X,yǔ,jyu5,우,4,0
3909,瑁,去,隊,mwoj,H,mào,mou6,모,5,0
3910,瑇,去,代,doj,H,dài,doi6,대,5,0
3911,瑒,平,陽,yang,L,yáng,coeng3,창,11,1
3912,瑕,平,麻,hae,L,xiá,haa4,하,10,1
3913,瑗,去,線,hjwen,H,yuàn,jyun6,원,7,0
3914,瑙,上,晧,naw,X,nǎo,nou5,노,8,0
3915,瑚,平,模,hu,L,hú,wu4,호,4,1
3916,瑛,平,庚,'jaeng,L,yīng,jing1,영,12,1
3917,瑜,平,虞,yu,L,yú,jyu4,유,4,1
3918,瑞,去,寘,dzywe,H,rùi,seoi6,서,3,0
3919,瑟,入,櫛,srit,E,sè,sat1,슬,6,0
3920,瑠,平,尤,ljuw,L,líu,lau4,유,14,1
3921,瑣,上,果,swa,X,suǒ,so2,쇄,9,0
3922,瑤,平,宵,yew,L,yáo,jiu4,요,8,1
3923,瑩,平,庚,hjwaeng,L,yíng,jing4,형,12,1
3924,瑯,平,唐,lang,L,láng,long4,낭,11,1
3925,瑰,平,灰,hwoj,L,gūi,gwai1,괴,5,1
3926,瑱,去,震,trin,H,tiàn,tin3,전,6,0
3927,瑲,平,陽,tshjang,L,qiāng,coeng1,창,11,1
3928,瑳,平,歌,tsha,L,cuǒ,co1,차,9,1
3929,瑶,平,宵,yew,L,yáo,jiu4,요,8,1
3930,瑽,平,鍾,tshjowng,L,cōng,cung1,종,1,1
3931,瑾,去,震,gin,H,jǐn,gan2,근,6,0
3932,璀,上,賄,tshwoj,X,cǔi,ceoi1,최,5,0
3933,璁,平,東,tshuwng,L,cōng,cung1,총,1,1
3934,璃,平,支,lje,L,lí,lei4,이,3,1
3935,璅,上,晧,tsaw,X,suǒ,so2,소,8,0
3936,璆,平,尤,gjuw,L,qíu,kau4,구,14,1
3937,璇,平,仙,zjwen,L,xuán,syun4,선,7,1
3938,璉,上,獮,ljen,X,lián,lin5,연,7,0
3939,璋,平,陽,tsyang,L,zhāng,zoeng1,장,11,1
3940,璐,去,暮,lu,H,lù,lou6,노,4,0
3941,璘,平,眞,lin,L,lín,leon4,인,6,1
3942,璚,平,清,gjwieng,L,qióng,king4,경,12,1
3943,璜,平,唐,hwang,L,huáng,wong4,황,11,1
3944,璞,入,覺,phaewk,E,pú,pok3,박,2,0
3945,璠,平,元,bjon,L,fán,faan4,번,6,1
3946,璣,平,微,kj+j,L,jī,gei1,기,3,1
3947,璧,入,昔,pjiek,E,bì,bik1,벽,12,0
3948,璨,去,翰,tshan,H,càn,caan3,찬,7,0
3949,璩,平,魚,gjo,L,qú,keoi4,거,4,1
3950,璪,上,晧,tsaw,X,zǎo,zou2,조,8,0
3951,璫,平,唐,tang,L,dāng,dong1,당,11,1
3952,璬,上,篠,kew,X,jiǎo,giu2,교,8,0
3953,環,平,刪,hwaen,L,huán,waan4,환,7,1
3954,璵,平,魚,yo,L,yú,jyu4,여,4,1
3955,璽,上,紙,sje,X,xǐ,saai2,새,3,0
3956,璿,平,仙,zjwen,L,xuán,syun4,선,7,1
3957,瓅,入,錫,lek,E,lì,lik1,역,12,0
3958,瓈,平,支,lje,L,lí,lei4,여,3,1
3959,瓊,平,清,gjwieng,L,qióng,king4,경,12,1
3960,瓌,平,灰,kwoj,L,gūi,gwai1,괴,5,1
3961,瓏,平,東,luwng,L,lóng,lung4,농,1,1
3962,瓐,平,模,lu,L,lú,lou4,노,4,1
3963,瓔,平,清,'jieng,L,yīng,jing1,영,12,1
3964,瓖,平,陽,sjang,L,xiāng,soeng1,양,11,1
3965,瓘,去,換,kwan,H,guàn,gun3,관,7,0
3966,瓜,平,麻,kwae,L,guā,gwaa1,과,10,1
3967,瓞,入,屑,det,E,dié,dit6,질,7,0
3968,瓟,平,肴,baew,L,báo,bok6,박,8,1
3969,瓠,平,模,hu,L,hù,wu6,호,4,1
3970,瓢,平,宵,bjiew,L,piáo,piu4,표,8,1
3971,瓣,去,襇,bean,H,bàn,faan6,판,7,0
3972,瓦,上,馬,ngwae,X,wǎ,ngaa5,와,10,0
3973,瓮,平,鍾,'jowng,L,wèng,ung3,옹,1,1
3974,瓴,平,青,leng,L,líng,ling4,영,12,1
3975,瓶,平,青,beng,L,píng,ping4,병,12,1
3976,瓷,平,脂,dzij,L,cí,ci4,자,3,1
3977,瓻,平,脂,trhij,L,chī,ci1,치,3,1
3978,瓿,平,虞,bju,L,pǒu,pau2,부,4,1
3979,甃,去,宥,tsrjuw,H,zhòu,zau3,추,14,0
3980,甄,平,眞,tsyin,L,zhēn,jan1,견,6,1
3981,甆,平,脂,dzij,L,cí,ci4,자,3,1
3982,甌,平,侯,'uw,L,ōu,au1,구,14,1
3983,甍,平,耕,meang,L,méng,mang4,맹,12,1
3984,甎,平,仙,tsywen,L,zhuān,zyun1,전,7,1
3985,甑,去,證,tsing,H,zèng,zang6,증,13,0
3986,甒,上,麌,mju,X,wǔ,mou5,무,4,0
3987,甓,入,錫,bek,E,pì,pik1,벽,12,0
3988,甔,平,覃,tom,L,dān,daam1,담,16,1
3989,甕,平,鍾,'jowng,L,wèng,ung3,옹,1,1
3990,甖,平,耕,'eang,L,yīng,aang1,앵,12,1
3991,甘,平,談,kam,L,gān,gam1,감,16,1
3992,甚,上,寑,dzyim,X,shén,sam6,심,15,0
3993,甜,平,添,dem,L,tián,tim4,첨,16,1
3994,甞,平,陽,dzyang,L,cháng,soeng4,상,11,1
3995,生,平,庚,sraeng,L,shēng,sang1,생,12,1
3996,產,上,產,srean,X,chǎn,caan2,산,7,0
3997,産,上,產,srean,X,chǎn,caan2,산,7,0
3998,甥,平,庚,sraeng,L,shēng,sang1,생,12,1
3999,甦,平,模,su,L,sū,sou1,소,4,1
4000,用,去,用,yowng,H,yòng,jung6,용,1,0
4001,甪,入,屋,luwk,E,lù,luk6,녹,1,0
4002,甫,上,麌,pju,X,fǔ,fu2,보,4,0
4003,甬,上,腫,yowng,X,yǒng,jung2,용,1,0
4004,甯,去,徑,neng,H,níng,ning4,영,12,0
4005,田,平,先,den,L,tián,tin4,전,7,1
4006,由,平,尤,yuw,L,yóu,jau4,유,14,1
4007,甲,入,狎,kaep,E,jiǎ,gaap3,갑,16,0
4008,申,平,眞,syin,L,shēn,san1,신,6,1
4009,男,平,覃,nom,L,nán,naam4,남,16,1
4010,甸,去,霰,den,H,diàn,din6,전,7,0
4011,町,平,青,theng,L,tǐng,ting5,정,12,1
4012,甽,上,銑,kwen,X,quǎn,hyun2,견,7,0
4013,甿,平,耕,meang,L,méng,maang4,맹,12,1
4014,畀,去,至,pjij,H,bì,bei2,비,3,0
4015,畆,上,厚,muw,X,mǔ,mau5,묘,14,0
4016,畈,去,願,pjon,H,fàn,faan3,판,6,0
4017,畊,平,耕,keang,L,gēng,gaang1,경,12,1
4018,畋,平,先,den,L,tián,tin4,전,7,1
4019,界,去,怪,keaj,H,jiè,gaai3,계,5,0
4020,畎,上,銑,kwen,X,quǎn,hyun2,견,7,0
4021,畏,去,未,'jw+j,H,wèi,wai3,외,3,0
4022,畔,去,換,ban,H,pàn,bun6,반,7,0
4023,留,平,尤,ljuw,L,líu,lau4,유,14,1
4024,畚,上,混,pwon,X,běn,bun2,분,6,0
4025,畛,平,眞,tsyin,L,zhěn,zan2,진,6,1
4026,畜,去,宥,trhjuw,H,chù,cuk1,축,14,0
4027,畝,上,厚,muw,X,mǔ,mau5,무,14,0
4028,畟,入,職,tsrhik,E,cè,cak1,측,13,0
4029,畢,入,質,pjit,E,bì,bat1,필,6,0
4030,畤,上,止,tsyi,X,zhì,zi6,치,3,0
4031,略,入,藥,ljak,E,lvè,loek6,약,11,0
4032,畦,平,齊,hwej,L,qí,kwai4,휴,5,1
4033,畧,入,藥,ljak,E,lvè,loek6,약,11,0
4034,番,平,元,bjon,L,fān,faan1,번,6,1
4035,畫,去,卦,hwea,H,huà,waak6,화,5,0
4036,畬,平,魚,yo,L,yú,jyu4,여,4,1
4037,畮,上,厚,muw,X,mǔ,mau5,무,14,0
4038,畯,去,稕,tswin,H,jùn,zeon3,준,6,0
4039,異,平,之,yi,L,yì,ji6,이,3,1
4040,畲,平,魚,yo,L,yú,se4,여,4,1
4041,畵,去,卦,hwea,H,huà,waak6,화,5,0
4042,當,平,唐,tang,L,dāng,dong1,당,11,1
4043,畸,平,支,kje,L,jī,kei1,기,3,1
4044,畹,上,阮,'jwon,X,wǎn,jyun2,원,6,0
4045,畺,平,陽,kjang,L,jiāng,goeng1,강,11,1
4046,畿,平,微,gj+j,L,jī,gei1,기,3,1
4047,疃,上,混,thwon,X,tuǎn,teon2,탄,6,0
4048,疆,平,陽,kjang,L,jiāng,goeng1,강,11,1
4049,疇,平,尤,drjuw,L,chóu,cau4,주,14,1
4050,疉,入,怗,dep,E,dié,dip6,첩,16,0
4051,疊,入,屑,det,E,dié,dip6,첩,7,0
4052,疋,平,魚,srjo,L,pǐ,ngaa5,필,4,1
4053,疎,平,魚,srjo,L,shū,so1,소,4,1
4054,疏,平,魚,srjo,L,shū,so1,소,4,1
4055,疐,去,至,trij,H,zhì,zi3,체,3,0
4056,疑,平,之,ngi,L,yí,ji4,의,3,1
4057,疚,去,宥,kjuw,H,jìu,gau3,구,14,0
4058,疣,平,尤,hjuw,L,yóu,jau4,우,14,1
4059,疥,去,怪,keaj,H,jiè,gaai3,개,5,0
4060,疫,入,昔,ywek,E,yì,jik6,역,12,0
4061,疲,平,支,bje,L,pí,pei4,피,3,1
4062,疴,平,歌,'a,L,kē,o1,아,9,1
4063,疵,平,支,dzje,L,cī,ci1,자,3,1
4064,疹,上,軫,tsyin,X,zhěn,can2,진,6,0
4065,疼,平,冬,downg,L,téng,tang4,동,1,1
4066,疽,平,魚,tshjo,L,jū,zeoi1,저,4,1
4067,疾,入,質,dzit,E,jí,zat6,질,6,0
4068,痀,平,虞,kju,L,qú,keoi1,구,4,1
4069,痁,平,鹽,syem,L,diàn,dim3,점,16,1
4070,痂,平,麻,kae,L,jiā,gaa1,가,10,1
4071,病,去,映,bjaeng,H,bìng,beng6,병,12,0
4072,痊,平,仙,tshjwen,L,quán,cyun4,전,7,1
4073,痍,平,脂,yij,L,yí,ji4,이,3,1
4074,痎,平,皆,keaj,L,kāi,gaai1,해,5,1
4075,痏,上,旨,hwij,X,wěi,fui2,유,3,0
4076,痒,平,陽,zjang,L,yǎng,joeng5,양,11,1
4077,痔,上,止,dri,X,zhì,zi6,치,3,0
4078,痕,平,痕,hon,L,hén,han4,흔,6,1
4079,痖,上,馬,'ae,X,yǎ,aa2,아,10,0
4080,痗,去,隊,mwoj,H,mèi,mui6,매,5,0
4081,痛,去,送,thuwng,H,tòng,tung3,통,1,0
4082,痡,平,虞,phju,L,pū,pou1,부,4,1
4083,痩,去,宥,srjuw,H,shòu,sau3,수,14,0
4084,痰,平,談,dam,L,tán,taam4,담,16,1
4085,痴,平,之,trhi,L,chī,ci1,치,3,1
4086,痹,平,支,pjie,L,bì,bei3,비,3,1
4087,痺,平,支,pjie,L,bì,bei3,비,3,1
4088,痼,去,暮,ku,H,gù,gu3,고,4,0
4089,痾,平,歌,'a,L,ē,o1,아,9,1
4090,痿,平,支,'jwe,L,wěi,wai2,위,3,1
4091,瘁,去,至,dzwij,H,cùi,seoi6,췌,3,0
4092,瘉,平,虞,yu,L,yù,jyu5,유,4,1
4093,瘏,平,模,du,L,tú,tou4,도,4,1
4094,瘕,平,麻,kae,L,jiǎ,gaa2,하,10,1
4095,瘖,平,侵,'im,L,yīn,jam1,음,15,1
4096,瘙,去,号,saw,H,sāo,sou3,소,8,0
4097,瘞,去,祭,'jej,H,yì,ji3,예,5,0
4098,瘠,入,昔,dzjek,E,jí,zek3,척,12,0
4099,瘡,平,陽,tsrhjang,L,chuāng,cong1,창,11,1
4100,瘢,平,桓,ban,L,bān,baan1,반,7,1
4101,瘤,平,尤,ljuw,L,líu,lau4,유,14,1
4102,瘥,平,歌,dza,L,chài,caai3,채,9,1
4103,瘦,去,宥,srjuw,H,shòu,sau3,수,14,0
4104,瘧,入,藥,ngjak,E,nvè,joek6,학,11,0
4105,瘳,平,尤,trhjuw,L,chōu,cau1,추,14,1
4106,瘴,去,漾,tsyang,H,zhàng,zoeng3,장,11,0
4107,瘵,去,怪,tsreaj,H,zhài,zaai3,채,5,0
4108,瘻,平,虞,lju,L,lv́,lau6,누,4,1
4109,瘼,入,鐸,mak,E,mò,mok6,막,11,0
4110,療,去,笑,ljew,H,liáo,liu4,요,8,0
4111,癃,平,東,ljuwng,L,lóng,lung4,융,1,1
4112,癊,去,沁,'im,H,yìn,jam3,음,15,0
4113,癖,入,昔,phjiek,E,pǐ,pik1,벽,12,0
4114,癘,去,祭,ljej,H,lì,lai6,여,5,0
4115,癡,平,之,trhi,L,chī,ci1,치,3,1
4116,癢,平,陽,zjang,L,yǎng,joeng5,양,11,1
4117,癤,入,屑,tset,E,jié,zit3,절,7,0
4118,癩,去,泰,laj,H,lài,laai3,나,5,0
4119,癬,上,獮,sjen,X,xuǎn,sin2,선,7,0
4120,癭,上,靜,'jieng,X,yǐng,jing2,영,12,0
4121,癯,平,虞,gju,L,qú,keoi4,구,4,1
4122,癰,平,鍾,'jowng,L,yōng,jung1,옹,1,1
4123,癲,平,先,ten,L,diān,din1,전,7,1
4124,癸,上,旨,kjwij,X,gǔi,gwai3,계,3,0
4125,登,平,登,tong,L,dēng,dang1,등,13,1
4126,發,入,月,pjot,E,fā,faat3,발,6,0
